,iskele,sancak,avarage_radius,heading_rate
1076,-50.0,-30.0,4.872931304263442,0.05767389164205891
1077,-45.0,-30.0,5.391186717831863,0.04496702197580534
1078,-40.0,-30.0,6.587963347413074,0.0315046399716071
1079,-35.0,-30.0,10.469401021314066,0.0168639935250958
1080,-30.0,-30.0,395812.69878830115,3.778829780105022e-07
1081,-25.0,-30.0,8.6701144858737,-0.014612322710673802
1082,-20.0,-30.0,4.457677268656522,-0.024210394835917512
1083,-15.0,-30.0,3.0271216587185963,-0.030821464628889066
1084,-10.0,-30.0,2.3533793063858983,-0.03520416848241636
1085,-5.0,-30.0,2.0301476164236494,-0.037719625396788664
1086,0.0,-30.0,1.9326357887458105,-0.03854080808589381
1087,5.0,-30.0,1.7752531633680884,-0.03993315278978526
1088,10.0,-30.0,1.3669690422361105,-0.043974103718640405
1089,15.0,-30.0,0.8380062211773945,-0.05030763277601839
